,,title_translate,title,searchCount,"Coron-Related ( 1 yes, 0 not ) "
 2020-02-12 15:24:02, 2020-02-12 09:46:02,Takeout brother,外卖小哥,613998,
 2020-02-12 14:24:02, 2020-02-12 07:18:01,Live nails deny students the teacher can open the camera,钉钉否认直播老师可打开学生摄像头,587342,1
 2020-02-12 15:16:01, 2020-02-12 11:38:02,"Jingyang County, Anhui Medical Records kill criminals were executed",安徽泾县杀医案罪犯被执行死刑,581354,
 2020-02-12 17:48:01, 2020-02-12 11:44:02,COSMO cover of the March issue,COSMO三月刊封面,554268,
 2020-02-12 14:34:02, 2020-02-12 08:12:01,Wuhan hospital lunch shelter,武汉方舱医院的盒饭,514615,1
 2020-02-12 13:20:02, 2020-02-12 09:50:01,Beijing schools in any form of collective new lesson,北京各校不得以任何形式集体上新课,487107,
 2020-02-12 13:08:02, 2020-02-12 10:14:02,During the epidemic hardcore outfit,疫情期间的硬核穿搭,424281,1
 2020-02-12 14:14:01, 2020-02-12 08:58:02,COVID-19,COVID-19,417190,1
 2020-02-12 13:14:02, 2020-02-12 07:30:02,Xie Na encourage Chinese medical aid,谢娜鼓励援汉医护人员,410026,
 2020-02-12 13:36:02, 2020-02-12 11:04:01,Hankou pets left behind by generations feed,汉口留守宠物代喂者,395385,1
 2020-02-12 12:40:02, 2020-02-12 10:52:01,Thai army chief apologized for the shooting,泰国陆军总司令为枪击事件道歉,340057,
 2020-02-12 13:28:02, 2020-02-12 10:56:02,The fight against SARS frontline nurses to marry him with a paper clip ring,抗疫一线护士用回形针戒指求婚,339247,1
 2020-02-12 13:00:02, 2020-02-12 09:50:01,Jiangsu total of 543 cases of pneumonia diagnosed with the new crown,江苏累计确诊新冠肺炎543例,318880,1
 2020-02-12 12:48:01, 2020-02-11 23:28:01,Large network roll-class site,大型网课翻车现场,318105,1
 2020-02-12 12:58:02, 2020-02-12 09:52:02,Emergency Center driver wearing diapers patients receiving,急救中心司机穿尿不湿接患者,302736,1
 2020-02-18 15:30:01, 2020-01-26 20:24:02,The next stop is happy,下一站是幸福,270685,
 2020-02-12 12:34:01, 2020-02-11 22:34:01,Baoying,宝应,268221,
 2020-02-12 12:56:01, 2020-02-12 11:36:01,EU 12 tons protective supplies are being shipped to China,欧盟12吨防护物资正运往中国,244807,1
 2020-02-12 12:40:02, 2020-02-12 08:18:02,Conceal the patient's condition was just discharged from hospital detention,隐瞒病情患者刚出院就被拘留,235667,1
 2020-02-12 12:28:02, 2020-02-12 08:38:02,Wuhan Li Lanjuan written on protective clothing refueling,李兰娟防护服上写着武汉加油,235323,1
 2020-02-12 12:56:01, 2020-02-12 11:46:02,A true portrayal of house home office,宅家办公的真实写照,231487,1
 2020-02-12 13:16:01, 2020-02-12 11:38:02,Fancy a haircut at home,在家花式理发,230223,
 2020-02-12 12:18:02, 2020-02-12 11:38:02,Vulcan Hill Hospital patients admitted over 900 people,火神山医院收治患者超900人,227523,1
 2020-02-12 18:40:01, 2020-02-12 12:04:02,Trunk Ruhu,后备箱入沪,225933,1
 2020-02-12 12:32:01, 2020-02-12 08:30:02,"Yuyao, Zhejiang Jixun close contacts",浙江余姚急寻密切接触者,225540,1
 2020-02-12 12:34:01, 2020-02-12 09:38:01,Japanese street banners hanging Wuhan refueling,日本街道挂标语为武汉加油,212377,1
 2020-02-12 12:28:02, 2020-02-12 09:24:01,COVID-19 field screen name,COVID-19命名现场画面,181466,1
 2020-02-12 12:26:02, 2020-02-12 07:20:01,Beijing to prevent sticking resolutely to prevent the spread of the epidemic,北京要严防死守坚决防止疫情蔓延,147373,1
,,#VALUE!,,,
 2020-02-13 12:28:02, 2020-02-12 21:44:02,Lu died park,鲁园去世,4054477,
 2020-02-13 13:00:02, 2020-02-12 23:06:01,Zhang stream waves all disinfectants are effective against the new virus crown,张流波 所有消毒剂对新冠病毒都有效,2556667,1
 2020-02-13 11:04:02, 2020-02-12 23:08:01,Hubei Jiangzai build a hospital emergency reserve,湖北将再建一所应急后备医院,2386580,1
 2020-02-13 13:34:02, 2020-02-12 22:24:01,Flowers grandmother is gone,小花奶奶也走了,2252919,
 2020-02-13 12:54:02, 2020-02-12 22:08:02,Yang distressed rain,心疼杨小雨,2241877,
 2020-02-13 12:16:01, 2020-02-12 19:50:02,Li Zi Meng bow to read my statement,李梓萌低头念稿,1745670,
 2020-02-13 10:48:01, 2020-02-12 22:48:02,China imported 730 million since the Spring Festival masks,中国春节以来进口7.3亿只口罩,1601786,1
 2020-02-13 11:34:02, 2020-02-12 19:38:02,This year's first cold wave,今年首个寒潮,1101750,
 2020-02-13 11:38:01, 2020-02-12 18:48:02,2020 college graduates had 8.74 million,2020年应届高校毕业生有874万,1050307,
 2020-02-13 12:36:02, 2020-02-12 21:48:02,Song Yuan Tucao He stars,元宋吐槽贺繁星,1030206,
 2020-02-13 09:48:02, 2020-02-12 21:48:02,Public places found cases of disabled air conditioning and ventilation systems,公共场所发现病例停用空调通风系统,1027841,1
 2020-02-13 11:04:02, 2020-02-12 18:18:01,Three positive changes in the epidemic situation has,疫情形势出现3个积极变化,1018069,1
 2020-02-13 08:04:01, 2020-02-12 17:50:02,SARFT provides 180 excellent free program,广电总局免费提供180部优秀节目,1004006,
 2020-02-13 09:50:02, 2020-02-12 17:52:02,Wuchang District Government organizations one by one to apologize for critically ill patients,武昌区政府组织对重症病人逐一道歉,1001854,1
 2020-02-13 08:32:02, 2020-02-12 15:58:02,"Ministry of Education, in response to whether to postpone entrance",教育部回应高考是否推迟,991942,
 2020-02-13 13:42:02, 2020-02-12 23:06:01,Zhang Yu Jian Tucao Song Qian red envelopes,张雨剑吐槽宋茜发红包,974904,
 2020-02-13 13:24:02, 2020-02-12 22:30:01,A Rolex way back home,一条劳力士的回家路,973457,
 2020-02-13 13:14:02, 2020-02-12 22:00:02,Muzi foreign coax children live,木子洋直播哄孩子,964896,
 2020-02-18 15:30:01, 2020-01-26 20:24:02,The next stop is happy,下一站是幸福,962233,
 2020-02-13 09:14:01, 2020-02-12 22:32:02,Zhong Nanshan team released point guard to return to work,钟南山团队发布复工防护要点,955514,1
 2020-02-13 12:56:02, 2020-02-12 20:00:02,The original physical education Terrier is true,原来体育课的梗是真的,841106,
 2020-02-13 13:12:02, 2020-02-12 21:52:01,Never expected this wish come true,万万没想到这个愿望成真了,665329,
 2020-02-13 11:12:02, 2020-02-12 19:10:02,Zhong Nanshan disciple part-time anchor,钟南山弟子兼职做主播,594221,1
 2020-02-13 12:22:02, 2020-02-12 20:12:01,Valentine's Day gifts Ratings List,情人节送礼等级表,576638,
 2020-02-13 12:56:02, 2020-02-12 21:54:01,A person picking up a whole production line,一人扛起一整条生产线,550061,1
 2020-02-13 12:32:02, 2020-02-12 22:20:02,Jie Ke Go Live teach,柯洁直播教围棋,493887,1
 2020-02-13 12:20:02, 2020-02-12 22:14:01,"Net working class, the teacher checks the way",网课老师抽查作业的方式,463875,1
 2020-02-13 10:48:01, 2020-02-12 20:42:02,Xuzhou a high-speed rail cleaning staff tested positive,江苏徐州一高铁保洁员检测呈阳性,447359,1
 2020-02-13 12:32:02, 2020-02-12 22:42:02,Taking a Valentine's Day date makeup,情人节隔空约会妆,422015,1
 2020-02-13 13:06:01, 2020-02-12 22:28:02,"Japan, sing the Chinese national anthem Ballet",日本芭蕾舞团唱中国国歌,410872,
 2020-02-13 11:28:02, 2020-02-12 19:28:01,"Sichuan, Hubei people how to teach children to eat vegetables",四川人教湖北人怎么吃儿菜,397248,1
 2020-02-13 12:20:02, 2020-02-12 23:22:02,Real working front-line state of health care,一线医护的真实工作状态,389178,
 2020-02-13 10:36:02, 2020-02-12 19:40:02,5.2 earthquake occurred in Japan,日本发生5.2级地震,376809,
 2020-02-13 13:06:01, 2020-02-12 20:50:02,State Council executive meeting to prevent mass layoffs,国务院常务会议 防止大规模裁员,362412,1
 2020-02-13 10:34:02, 2020-02-12 21:02:02,Dr. Gao is not Little Red Coat,高医生不是小红袄,361322,
 2020-02-13 11:08:02, 2020-02-12 20:00:02,Etc. can go out so I can go,等能出门了我也这样走,351765,1
 2020-02-13 10:14:01, 2020-02-12 19:38:02,Quzhou loud noise,衢州巨响,334877,
 2020-02-13 09:22:02, 2020-02-12 17:10:02,Zhang Tian Yi Chen,张天 陈奕辰,320477,
 2020-02-13 10:04:01, 2020-02-12 21:38:01,Yunnan All scan code into a public place,云南所有公共场所扫码入出,296973,1
 2020-02-13 08:34:02, 2020-02-12 17:08:01,Hubei Ji stewardess choked broadcast,湖北籍空姐哽咽播报,293856,1
 2020-02-13 10:04:01, 2020-02-12 19:52:02,Couple new video to see the baby crown pneumonia,新冠肺炎夫妻通过视频见到宝宝,289746,1
 2020-02-13 07:18:02, 2020-02-12 16:18:02,Yi Xi smelt one thousand double Academy Award nominations,易烊千玺金像奖双提名,247662,
 2020-02-13 07:46:01, 2020-02-12 17:12:02,For the first time after the New Year makeup,过年后第一次化妆,239944,1
 2020-02-13 08:00:02, 2020-02-12 18:30:01,"Putian, Fujian, a village 24 cases of clusters of disease",福建莆田一村庄24例聚集性疫情,224542,1
 2020-02-13 10:06:01, 2020-02-12 18:42:01,Beijing will welcome local Blizzard,北京将迎局地暴雪,217099,
 2020-02-13 07:32:02, 2020-02-12 17:34:01,Mother of cannabis at home,妈妈在家做的麻花,211896,
 2020-02-13 07:08:01, 2020-02-12 17:14:01,Physical education teacher is how online courses,体育老师是如何上网课的,202874,1
 2020-02-13 07:16:02, 2020-02-12 16:12:02,ZhouDongYu nominated for Best Actress Award,周冬雨入围金像奖最佳女主角,184014,
 2020-02-13 07:42:02, 2020-02-12 17:42:02,Hubei and other students back to school to lift the mobility control,湖北学生返校要等解除人员流动管控,179955,1
 2020-02-13 07:12:01, 2020-02-12 19:24:01,Teachers qualifying examination and identification postponed,教师资格考试及认定推迟,128607,1
,,#VALUE!,,,
 2020-02-14 11:36:02, 2020-02-13 11:36:02,Hubei Provincial Party Committee responsible comrades position adjustment,湖北省委主要负责同志职务调整,8559910,1
 2020-02-13 17:34:01, 2020-02-13 08:02:02,"Hubei new crown to add 14,840 cases of pneumonia",湖北新增14840例新冠肺炎,3523479,1
 2020-02-13 16:36:02, 2020-02-13 09:52:01,Four tested negative fifth was diagnosed,4次检测阴性第5次才确诊,2445506,1
 2020-02-13 19:22:02, 2020-02-13 10:44:01,Bryant during his lifetime SMS,科比生前短信,2237724,
 2020-02-13 17:46:02, 2020-02-13 11:08:02,Singer to cancel the public hearing site group,歌手取消现场大众听审团,2040526,1
 2020-02-13 17:30:01, 2020-01-05 11:28:02,Blizzard blue warning,暴雪蓝色预警,1631518,
 2020-02-13 16:20:02, 2020-02-13 09:50:02,20 Tianhe Airport transportation,运20 天河机场,1054335,1
 2020-02-13 16:32:01, 2020-02-13 10:58:01,Mulan action figure,花木兰动图,947294,
 2020-02-13 13:54:01, 2020-02-13 07:34:02,Suspected or confirmed antenatal and delivery inspection hospitals,疑似或确诊孕产妇产检和分娩定点医院,780766,1
 2020-02-13 15:48:02, 2020-02-13 10:06:01,"Send more troops to support 2,600 health care workers in Wuhan",军队增派2600名医护人员支援武汉,712369,1
 2020-02-13 14:16:02, 2020-02-13 08:30:02,Russian Foreign Ministry spokesman with the Chinese for the Chinese refueling,俄外交部发言人用中文为中国加油,697469,
 2020-02-13 13:46:02, 2020-02-13 07:14:02,Dong Mingzhu aspirations to Forbes China's most prominent business women,董明珠问鼎福布斯中国最杰出商界女性,689851,
 2020-02-13 13:34:02, 2020-02-12 22:24:01,Flowers grandmother is gone,小花奶奶也走了,672994,
 2020-02-13 13:20:01, 2020-02-13 07:48:02,Experts Sherlock Holmes-style crack epidemic clustering,专家福尔摩斯式破解聚集性疫情,652326,1
 2020-02-13 13:16:01, 2020-02-13 07:18:02,Shiyan Zhang Wan implementation of wartime control,湖北十堰张湾区实施战时管制,649746,1
 2020-02-13 18:38:02, 2020-02-13 10:36:02,50-year-old Michael Wong,光良50岁,628924,
 2020-02-13 18:04:02, 2020-02-13 10:58:01,High Xiuzhen cause of death,高秀贞死因,608330,
 2020-02-13 15:26:02, 2020-02-13 11:14:02,Tianjin public third deaths rescue measures,天津公开第三例死亡病例抢救措施,588296,1
 2020-02-13 16:18:02, 2020-02-13 08:06:02,Outlook circle of friends equality for girls,女生的朋友圈平等观,578501,
 2020-02-13 17:46:02, 2020-02-13 11:36:02,Liu Shouxiang,刘寿祥,572535,
 2020-02-13 14:36:02, 2020-02-13 09:52:01,After the 95 patients with a male nurse in the ward to play ball,95后男护士病房内带患者打太极,534376,1
 2020-02-13 14:46:02, 2020-02-13 09:24:02,Donors sons and daughters,捐赠者中华儿女,511662,
 2020-02-13 14:46:02, 2020-02-13 10:38:02,Open supper right,夜宵正确的打开方式,484848,
 2020-02-13 15:06:02, 2020-02-13 11:06:02,Love and making people get,恋与制作人进不去,450951,
 2020-02-13 14:34:01, 2020-02-13 07:10:02,The United States put the world's largest fireworks,美国放全球最大烟花,444330,
 2020-02-13 13:56:02, 2020-02-13 10:50:02,Obstruction of official sentenced to 10 months epidemic,疫情期间妨害公务被判10个月,417394,1
 2020-02-13 13:42:02, 2020-02-12 23:06:01,Zhang Yu Jian Tucao Song Qian red envelopes,张雨剑吐槽宋茜发红包,363424,
 2020-02-13 13:22:01, 2020-02-13 11:10:02,Tibet for 14 consecutive days without new cases,西藏连续14天无新增病例,337235,1
 2020-02-18 15:30:01, 2020-01-26 20:24:02,The next stop is happy,下一站是幸福,319954,
 2020-02-13 13:24:02, 2020-02-12 22:30:01,A Rolex way back home,一条劳力士的回家路,305118,
 2020-02-13 13:36:02, 2020-02-13 10:50:02,Sky after the rain in the end how beautiful,雨后的天空到底有多美,284423,
 2020-02-13 13:14:02, 2020-02-12 22:00:02,Muzi foreign coax children live,木子洋直播哄孩子,259871,
 2020-02-13 13:08:01, 2020-02-13 10:08:01,12 May 1485 New Hubei people rush to the rescue,12日新增1485人驰援湖北,222049,1
 2020-02-13 13:06:01, 2020-02-12 20:50:02,State Council executive meeting to prevent mass layoffs,国务院常务会议 防止大规模裁员,219977,1
 2020-02-13 13:08:01, 2020-02-13 09:16:01,Mobile World Congress canceled,世界移动通信大会取消,219273,1
 2020-02-13 13:12:02, 2020-02-12 21:52:01,Never expected this wish come true,万万没想到这个愿望成真了,218629,
 2020-02-13 13:00:02, 2020-02-12 23:06:01,Zhang stream waves all disinfectants are effective against the new virus crown,张流波 所有消毒剂对新冠病毒都有效,172039,1
 2020-02-13 12:56:02, 2020-02-12 21:54:01,A person picking up a whole production line,一人扛起一整条生产线,151434,1
 2020-02-13 12:22:02, 2020-02-12 20:12:01,Valentine's Day gifts Ratings List,情人节送礼等级表,143470,
 2020-02-13 12:56:02, 2020-02-12 20:00:02,The original physical education Terrier is true,原来体育课的梗是真的,134983,
 2020-02-13 12:54:02, 2020-02-12 22:08:02,Yang distressed rain,心疼杨小雨,130295,
 2020-02-13 13:06:01, 2020-02-12 22:28:02,"Japan, sing the Chinese national anthem Ballet",日本芭蕾舞团唱中国国歌,125187,
 2020-02-13 12:34:02, 2020-02-13 07:22:02,316 medical teams rush to the rescue Heilongjiang Xiaogan,黑龙江316人医疗队驰援湖北孝感,116289,1
 2020-02-13 12:36:02, 2020-02-12 21:48:02,Song Yuan Tucao He stars,元宋吐槽贺繁星,113167,
 2020-02-13 12:32:02, 2020-02-12 22:20:02,Jie Ke Go Live teach,柯洁直播教围棋,107057,1
 2020-02-13 12:28:02, 2020-02-12 21:44:02,Lu died park,鲁园去世,105037,
 2020-02-13 12:32:02, 2020-02-12 22:42:02,Taking a Valentine's Day date makeup,情人节隔空约会妆,101630,
 2020-02-13 12:20:02, 2020-02-12 22:14:01,"Net working class, the teacher checks the way",网课老师抽查作业的方式,98781,1
 2020-02-13 12:20:02, 2020-02-12 23:22:02,Real working front-line state of health care,一线医护的真实工作状态,89720,1
 2020-02-13 12:16:01, 2020-02-12 19:50:02,Li Zi Meng bow to read my statement,李梓萌低头念稿,63340,
,,#VALUE!,,,
 2020-02-14 09:22:01, 2020-02-13 19:02:02,Wuhan is not to find out the number of infections,武汉感染人数未摸清,2741467,1
 2020-02-14 10:40:02, 2020-02-13 22:06:01,Jinyintan hospital rehabilitation of patients kindly donated plasma,金银潭医院恳请康复患者捐献血浆,2526902,1
 2020-02-14 09:42:01, 2020-02-13 22:06:01,Tong Zhaohui new crown pneumonia SARS disease progress faster than,童朝晖 新冠肺炎比SARS病情进展快,2526448,1
 2020-02-14 11:32:01, 2020-02-13 22:50:01,Leroy entertainment Statement,乐华娱乐声明,2526445,
 2020-02-14 10:36:02, 2020-02-13 21:26:02,Huang Yali help sister Starchaser Wang Yibo,黄雅莉帮妹妹追星王一博,2526443,
 2020-02-14 11:12:01, 2020-02-13 20:48:01,Huang Zhibo,黄智博,1999714,
 2020-02-14 12:12:02, 2020-02-13 22:44:02,Zhang Fu likely to move to other virus transmission appear,张挪富 有可能出现其他病毒传播途径,1645849,1
 2020-02-14 08:44:02, 2020-02-13 21:30:02,He again refused stars yuan Song,贺繁星再次拒绝元宋,1365536,
